unix_time,cpu_percent,ram_percent
1695050691496,100,43.15
1695050693520,100,43.19
1695050695544,100,43.35
1695050697576,100,43.92
1695050699605,100,44.44
1695050701620,100,44.84
1695050703664,100,45.11
1695050705701,100,45.03
1695050707743,100,44.47
1695050709764,100,44.82
1695050711812,100,44.97
1695050713829,100,45.05
1695050715892,100,45.22
1695050717916,100,45.28
1695050719940,100,45.40
1695050721960,100,45.74
1695050723985,100,45.74
1695050726014,100,45.76
1695050728121,100,46.02
1695050730141,100,46.31
1695050732164,100,46.36
1695050734182,100,46.50
1695050736235,100,46.77
1695050738264,100,47.12
1695050740286,100,46.78
1695050743189,100,46.48
1695050745233,100,46.90
1695050747253,100,46.90
1695050749280,100,47.08
1695050751343,100,47.00
1695050753380,100,46.52
1695050755645,100,45.89
1695050757700,100,45.75
1695050759723,100,46.30
1695050761771,100,46.57
1695050763793,100,46.94
1695050765848,100,46.71
1695050768057,100,47.16
1695050770078,100,47.22
1695050772096,100,46.52
1695050774295,100,46.64
1695050776324,100,46.91
1695050778392,100,47.72
1695050780412,100,48.35
1695050782725,100,48.31
1695050784752,100,48.56
1695050786931,100,48.51
1695050789005,100,48.52
1695050791032,100,48.44
1695050793053,100,48.57
1695050795090,100,48.85
1695050797148,100,48.96
1695050799221,100,49.08
1695050801248,100,48.55
1695050803265,100,48.89
1695050805285,100,48.74
1695050807549,100,49.04
1695050809572,100,49.11
1695050811599,100,49.12
1695050813658,100,48.49
1695050815677,100,48.16
1695050817694,100,47.71
1695050819713,100,48.04
1695050821740,100,48.03
1695050823774,100,48.22
1695050825793,100,48.93
1695050827824,100,49.02
1695050829856,100,48.94
1695050831990,100,49.02
1695050834012,100,49.57
1695050836044,100,50.18
1695050838068,100,50.25
1695050840092,100,50.22
1695050842130,100,50.59
1695050844305,100,50.79
1695050846324,100,50.81
1695050848344,100,50.70
1695050850373,100,50.83
1695050852428,100,50.96
1695050854452,100,51.34
1695050856469,100,51.92
1695050858492,100,52.47
1695050860520,100,52.22
1695050862540,100,52.65
1695050864558,100,52.80
1695050866633,100,53.13
1695050868664,100,53.85
1695050870688,100,54.08
1695050872712,100,54.18
1695050874738,100,54.42
1695050876754,100,54.62
1695050878778,100,55.43
1695050880974,100,55.71
1695050882993,100,55.80
1695050885016,100,55.71
1695050887043,100,56.17
1695050889077,100,56.45
1695050891144,100,56.67
1695050893161,100,56.57
1695050895184,100,57.11
1695050897211,100,57.05
1695050899248,100,56.88
1695050901264,100,57.18
1695050903289,100,57.34
1695050905308,100,57.72
1695050907332,100,57.24
1695050909350,100,57.35
1695050911373,100,58.07
1695050913433,100,58.44
1695050915449,100,58.49
1695050917474,100,58.98
1695050919504,100,59.18
1695050921548,100,59.78
1695050923594,100,60.12
1695050925624,100,60.12
1695050927649,100,60.39
1695050929667,100,60.20
1695050931690,100,60.43
1695050934034,100,60.56
1695050936053,100,60.41
1695050938261,100,60.85
1695050940288,100,61.30
1695050942413,100,61.57
1695050944435,100,62.07
1695050946462,100,62.23
1695050948819,100,62.84
1695050950845,99.94,63.40
1695050952862,100,63.63
1695050954878,100,63.87
1695050956926,100,63.73
1695050958980,100,63.96
1695050961009,100,64.11
1695050963032,100,64.11
1695050965052,100,63.81
1695050967084,100,63.63
1695050969104,100,63.98
1695050971128,100,64.40
1695050973185,100,63.97
1695050975316,100,63.98
1695050977338,100,64.38
1695050979364,100,64.86
1695050981781,100,64.95
1695050983824,100,64.53
1695050985841,100,64.16
1695050987865,100,64.29
1695050989893,100,64.38
1695050991921,100,64.09
1695050993962,100,63.98
1695050995999,100,63.29
1695050998032,100,63.23
1695051000061,100,62.88
1695051002100,100,62.80
1695051004125,100,62.96
1695051006157,100,63.42
1695051008181,100,64.13
1695051010205,100,64.19
1695051012224,100,63.86
1695051014245,100,63.97
1695051016265,100,64.27
1695051018288,100,64.96
1695051020337,100,64.69
1695051022360,100,64.21
1695051024537,100,63.95
1695051026555,100,63.71
1695051028573,100,64.56
1695051031580,100,63.93
1695051033635,100,64.49
1695051035660,100,64.88
1695051037734,100,65.18
1695051039783,100,65.52
1695051041808,100,66.03
1695051044084,100,66.70
1695051046105,100,67.39
1695051048128,99.94,67.62
1695051050178,100,67.86
1695051052245,100,67.79
1695051054274,100,67.90
1695051056296,100,68.78
1695051058464,100,69.33
1695051060479,100,69.78
1695051062505,100,70.05
1695051064548,100,70.31
1695051066646,100,70.66
1695051068664,100,71.05
1695051070682,100,71.16
1695051072704,100,70.77
1695051074726,100,70.83
1695051076750,100,70.86
1695051078773,100,71.18
1695051080792,100,71.10
1695051082844,100,71.03
1695051084868,100,71.02
1695051086913,100,70.98
1695051088943,100,70.46
1695051090958,100,69.50
1695051092978,100,69.18
1695051095022,100,68.42
1695051097048,100,68.65
1695051099225,100,68.90
1695051101253,100,69.30
1695051103288,100,69.49
1695051105316,100,69.66
1695051107717,100,69.63
1695051109740,100,69.79
1695051111761,100,69.45
1695051113828,100,68.70
1695051115909,99.94,68.21
1695051117953,99.94,68.07
1695051119996,99.88,67.88
1695051122077,99.87,67.22
1695051124198,100,66.54
1695051126224,100,66.08
1695051128245,100,65.17
1695051130311,100,64.91
1695051132381,100,64.88
1695051134401,100,64.91
1695051136489,100,64.77
1695051138510,100,65.01
1695051140529,100,63.81
1695051142566,100,63.39
1695051144600,100,63.54
1695051146620,100,62.95
1695051148643,100,62.32
1695051150662,100,61.86
1695051152700,100,61.85
1695051154727,100,60.41
1695051156750,100,59.62
1695051158768,100,59.77
1695051160814,100,59.71
1695051162980,100,59.49
1695051165005,100,58.75
1695051167024,100,57.63
1695051169048,100,56.49
1695051171549,100,56.31
1695051173568,100,56.37
1695051175610,100,56.09
1695051177636,100,55.73
1695051179653,100,55.94
1695051181676,100,55.53
1695051183829,100,55.16
1695051186145,100,54.69
1695051188161,100,54.95
1695051190205,100,55.03
1695051192397,100,53.84
1695051194421,100,52.68
1695051196452,100,52.60
1695051198476,100,52.79
1695051200541,100,52.53
1695051202572,100,52.24
1695051204594,100,50.38
1695051206618,100,49.87
1695051208634,100,48.73
1695051210771,100,48.93
1695051212787,100,49.48
1695051214937,100,49.93
1695051216957,100,50.24
1695051218980,100,50.28
1695051221004,100,49.35
1695051223025,100,49.51
1695051225045,100,50.42
1695051227060,100,50.09
1695051229082,100,50.54
1695051231102,100,50.19
1695051233128,100,50.55
1695051235155,100,51.23
1695051237180,100,50.95
1695051239200,100,51.11
1695051241224,100,51.62
1695051243244,100,52.11
1695051245263,100,52.71
1695051247284,100,53.14
1695051249308,100,53.32
1695051251467,100,53.67
1695051253515,100,54.11
1695051255529,100,53.86
1695051257555,100,54.24
1695051259572,100,54.44
1695051261942,100,55.01
1695051264157,100,55.17
1695051266185,100,55.66
1695051268210,100,56.23
1695051270230,100,56.44
1695051272250,100,55.68
1695051274315,100,56.09
1695051276341,100,56.91
1695051278369,100,57.34
1695051280400,100,57.59
1695051282649,100,57.27
1695051284674,100,56.93
1695051286694,100,56.92
1695051288724,100,57.44
1695051290747,100,57.84
1695051292784,100,58.08
1695051294809,100,58.52
1695051296837,100,58.86
1695051298861,100,59.30
1695051300884,100,59.10
1695051302914,100,58.27
1695051304938,100,58.48
1695051306970,100,58.96
1695051309255,100,58.89
1695051311278,100,59.18
1695051313308,100,58.84
1695051315329,100,58.72
1695051317349,100,58.81
1695051319378,100,59.18
1695051321408,100,58.55
1695051323590,100,58.41
1695051325810,100,58.46
1695051327830,100,58.96
1695051329859,100,58.94
1695051331879,100,59.72
1695051333908,100,60.17
1695051336209,100,60.08
1695051338233,100,60.18
1695051340300,100,60.20
1695051342321,100,59.90
1695051344341,100,60.80
1695051346388,100,61.12
1695051348406,100,61.85
1695051350440,100,61.80
1695051352540,100,61.37
1695051354686,100,62.21
1695051356713,100,62.64
1695051358740,100,62.95
1695051360760,100,62.46
1695051362848,99.94,62.48
1695051364887,100,62.64
1695051366949,100,62.69
1695051368994,100,62.60
1695051371075,100,63.03
1695051373109,100,62.80
1695051375129,100,62.50
1695051377147,100,62.82
1695051379173,100,63.67
1695051381199,100,62.81
1695051383218,100,63.08
1695051385239,100,62.97
1695051387281,100,62.88
1695051389336,100,64.28
1695051391402,100,64.79
1695051393509,100,65.01
1695051395529,100,65.52
1695051397549,100,65.48
1695051399871,100,66.08
1695051401887,100,66.33
1695051403905,100,66.77
1695051405926,100,67.44
1695051407949,100,67.80
1695051409965,100,68.62
1695051411983,100,69.04
1695051414013,100,69.90
1695051416029,100,70.66
1695051418080,100,70.81
1695051420120,100,70.09
1695051422140,100,70.48
1695051424272,100,70.59
1695051426295,100,70.57
1695051428320,100,70.86
1695051430381,100,70.96
1695051432401,100,71.27
1695051434431,100,71.92
1695051436453,100,71.72
1695051438598,100,72.10
1695051440649,100,72.17
1695051442665,100,72.31
1695051444716,100,73.02
1695051446740,100,73.22
1695051448764,100,72.93
1695051450811,100,73.76
1695051452828,100,74.02
1695051454852,100,73.74
1695051456877,100,73.70
1695051458904,100,73.31
1695051460924,100,73.77
1695051462952,100,74.12
1695051464970,100,74.04
1695051466984,100,74.37
1695051469001,100,74.69
1695051471037,100,74.57
1695051473058,100,74.58
1695051475080,100,74.48
1695051477104,100,74.22
1695051479122,100,74.24
1695051481141,100,74.07
1695051483164,100,74.16
1695051485209,100,73.68
1695051487227,100,73.61
1695051489249,100,74.05
1695051491266,100,74.95
1695051493288,100,75.63
1695051495312,100,76.26
1695051497332,100,76.42
1695051499349,100,76.70
1695051501393,100,77.08
1695051503425,100,77.66
1695051505449,100,78.29
1695051507468,100,78.45
1695051509487,100,78.76
1695051511505,100,78.95
1695051513527,100,78.75
1695051515552,100,79.26
1695051517629,100,80.34
1695051519823,100,80.51
1695051522340,100,80.68
1695051524389,100,80.61
1695051526416,100,80.03
1695051528445,100,80.13
1695051530461,100,80.55
1695051532519,100,80.80
1695051534543,100,80.52
1695051536567,100,80.24
1695051538589,100,80.43
1695051540613,100,80.64
1695051542633,100,80.94
1695051544649,100,80.97
1695051546672,100,81.21
1695051548690,100,81.78
1695051550720,100,82.12
1695051552748,100,82.11
1695051554764,100,81.92
1695051556788,100,81.44
1695051558850,100,80.94
1695051560868,100,80.63
1695051562892,100,80.17
1695051564916,100,79.02
1695051566940,100,78.38
1695051569258,100,78.34
1695051571543,100,77.59
1695051573576,100,76.33
1695051575596,100,76.07
1695051577612,100,75.71
1695051579636,100,74.92
1695051581660,100,73.12
1695051583681,100,72.89
1695051585709,100,72.00
1695051587773,100,71.88
1695051589796,100,71.25
1695051591820,100,70.14
1695051593845,100,69.74
1695051595864,100,68.90
1695051597884,100,68.20
1695051599903,100,67.09
1695051601973,100,66.34
1695051604369,100,65.90
1695051606393,100,65.61
1695051608452,100,65.12
1695051610480,100,65.29
1695051612508,100,65.01
1695051614528,100,64.39
1695051616560,100,63.35
1695051618584,100,62.32
1695051620608,100,62.47
1695051622628,100,62.40
1695051624646,100,61.90
1695051626899,100,61.68
1695051628920,100,61.49
1695051630940,100,60.88
1695051632955,100,60.73
1695051634980,100,60.84
1695051637011,100,59.48
1695051639033,100,59.58
1695051641057,100,59.42
1695051643080,100,59.10
1695051645257,100,58.28
1695051647273,100,57.50
1695051649296,100,57.45
1695051651324,100,57.25
1695051653345,100,56.58
1695051655541,100,55.43
1695051657565,100,54.39
1695051659593,100,52.62
1695051661612,100,52.37
1695051663636,100,51.56
1695051665663,100,50.41
1695051667723,100,48.54
1695051669744,100,47.44
1695051671792,100,47.28
1695051673813,100,46.24
1695051675876,100,45.64
1695051677899,100,45.50
1695051679948,100,44.74
1695051681968,100,43.82
1695051683996,100,42.94
1695051686016,100,42.24
1695051688036,100,41.98
1695051690104,100,40.99
1695051692124,100,40.81
1695051694152,100,40.21
1695051696175,100,39.36
1695051698203,100,38.95
1695051700229,100,38.62
1695051702247,100,38.19
1695051704274,100,37.56
1695051706299,100,36.23
1695051708323,100,35.40
1695051710344,100,34.07
1695051712368,100,32.22
1695051714389,100,31.71
1695051716432,100,31.29
1695051718452,51.28,30.80
1695051720472,6.03,30.80
1695051722483,6.86,30.83
1695051724493,7.08,30.81
1695051726503,6.43,30.80
1695051728513,17.58,30.88
1695051730530,25.38,30.88
1695051732541,25.67,30.86
1695051734552,25.13,30.90
1695051736563,25.36,30.92
1695051738575,25.02,30.90
1695051740586,24.49,30.89
1695051742596,25.63,30.91
1695051744607,25.02,30.88
1695051746618,26.11,30.90
1695051748627,25.18,30.89
1695051750638,26.81,30.83
1695051752677,23.7,30.86
1695051754689,22.85,30.86
1695051756699,24.06,30.82
1695051758710,24.29,30.84
1695051760720,24.22,30.84
1695051762731,24.44,30.81
1695051764741,23.89,30.79
1695051766751,23.53,30.84
1695051768761,21.54,30.82
1695051770771,23.88,30.82
1695051772781,23.65,30.83
1695051774790,23.8,30.81
1695051776800,21.07,30.81
1695051778811,24.47,30.80
1695051780821,23.47,30.84
1695051782831,25.58,30.84
1695051784842,23.82,30.84
1695051786851,21.83,30.80
1695051788875,26.46,30.82
1695051790884,22.57,30.82
1695051792895,22.59,30.81
1695051794905,20.99,30.82
