unix_time,cpu_percent,ram_percent
1694890823363,100,22.72
1694890823377,100,22.72
1694890823389,100,22.72
1694890823400,100,22.72
1694890823412,100,22.72
1694890823424,100,22.72
1694890823436,100,22.72
1694890823448,100,22.72
1694890823460,100,22.72
1694890823472,100,22.72
1694890823483,100,22.72
1694890823497,100,22.72
1694890823509,100,22.72
1694890823521,100,22.72
1694890823533,100,22.72
1694890823545,100,22.72
1694890823557,100,22.72
1694890823568,100,22.72
1694890823581,100,22.72
1694890823593,100,22.72
1694890823605,100,22.72
1694890823618,100,22.72
1694890823630,100,22.72
1694890823642,100,22.72
1694890823656,100,22.72
1694890823667,100,22.72
1694890823679,100,22.72
1694890823689,100,22.72
1694890823701,100,22.72
1694890823713,100,22.72
1694890823725,100,22.72
1694890823736,100,22.72
1694890823749,100,22.72
1694890823761,100,22.72
1694890823772,100,22.72
1694890823785,100,22.72
1694890823796,100,22.72
1694890823808,100,22.72
1694890823819,100,22.72
1694890823831,100,22.72
1694890823843,100,22.72
1694890823855,100,22.72
1694890823868,100,22.72
1694890823882,100,22.73
1694890823897,100,22.74
1694890823917,100,22.75
1694890823929,100,22.75
1694890823963,100,22.76
1694890823977,100,22.76
1694890823993,100,22.68
1694890824010,100,22.68
1694890824023,100,22.69
1694890824034,100,22.69
1694890824045,100,22.69
1694890824058,100,22.69
1694890824069,100,22.69
1694890824080,100,22.69
1694890824090,100,22.69
1694890824103,100,22.69
1694890824114,100,22.69
1694890824125,100,22.69
1694890824136,100,22.69
1694890824147,100,22.69
1694890824158,100,22.69
1694890824169,100,22.69
1694890824180,100,22.69
1694890824192,100,22.69
1694890824203,100,22.69
1694890824215,100,22.69
1694890824227,100,22.69
1694890824238,100,22.69
1694890824250,100,22.69
1694890824261,100,22.69
1694890824272,100,22.69
1694890824284,100,22.69
1694890824295,100,22.69
1694890824307,100,22.69
1694890824320,100,22.69
1694890824331,100,22.69
1694890824343,100,22.69
1694890824354,100,22.69
1694890824365,100,22.69
1694890824376,100,22.69
1694890824390,100,22.69
1694890824401,100,22.69
1694890824412,100,22.69
1694890824424,100,22.69
1694890824435,100,22.69
1694890824448,100,22.69
1694890824461,100,22.69
1694890824474,100,22.69
1694890824488,100,22.69
1694890824500,100,22.69
1694890824511,100,22.69
1694890824524,100,22.69
1694890824535,100,22.69
1694890824547,100,22.69
1694890824559,100,22.69
1694890824571,100,22.69
1694890824582,100,22.69
1694890824593,100,22.69
1694890824605,100,22.69
1694890824616,100,22.69
1694890824628,100,22.69
1694890824640,100,22.69
1694890824652,100,22.69
1694890824664,100,22.69
1694890824677,100,22.70
1694890824688,100,22.70
1694890824700,100,22.70
1694890824712,100,22.70
1694890824723,100,22.70
1694890824736,100,22.70
1694890824747,100,22.71
1694890824760,100,22.71
1694890824772,100,22.70
1694890824783,100,22.70
1694890824794,100,22.70
1694890824806,100,22.70
1694890824818,100,22.70
1694890824829,100,22.70
1694890824841,100,22.70
1694890824854,100,22.70
1694890824865,100,22.70
1694890824877,100,22.70
1694890824889,100,22.70
1694890824901,100,22.70
1694890824913,100,22.70
1694890824925,100,22.70
1694890824937,100,22.70
1694890824948,100,22.70
1694890824960,100,22.70
1694890824971,100,22.70
1694890824982,100,22.70
1694890824994,100,22.70
1694890825005,100,22.70
1694890825017,100,22.71
1694890825034,100,22.73
1694890825051,100,22.73
1694890825064,100,22.73
1694890825101,100,22.75
