unix_time,cpu_percent,ram_percent
1694893432436,48.34,25.63
1694893434449,48.31,25.69
1694893436462,49.41,25.76
1694893438474,47.53,25.87
1694893440487,49.78,25.85
1694893442538,50.59,25.95
1694893444552,48.95,25.94
1694893446564,49.75,26.05
1694893448582,50.12,26.11
1694893450599,49.75,26.15
1694893452616,49.57,26.20
1694893454628,47.85,26.34
1694893456643,47.48,26.35
1694893458657,54.66,26.39
1694893460668,49.56,26.54
1694893462722,48.72,26.64
1694893464737,48.61,26.70
1694893466749,47.98,26.72
1694893468762,50.47,26.79
1694893470774,49.69,26.87
1694893472788,48.51,26.92
1694893474811,49.6,26.98
1694893476822,51.24,27.08
1694893478837,46.52,27.16
1694893480883,47.61,27.23
1694893482899,51.14,27.29
1694893484913,50.4,27.40
1694893486925,46.41,27.44
1694893488944,51.31,27.51
1694893491007,50.34,27.52
1694893493018,50.44,27.59
1694893495030,49.32,27.69
1694893497043,48.07,27.59
1694893499056,49.23,27.66
1694893501078,52.02,27.69
1694893503095,53.58,27.71
1694893505114,47.6,27.70
1694893507125,50.12,27.67
1694893509137,40.84,27.64
1694893511148,33.68,27.69
1694893513163,66.48,27.66
1694893515178,53.92,27.68
1694893517192,37.68,27.70
1694893519203,32.86,27.71
1694893521214,31.26,27.72
1694893523234,32.66,27.72
1694893525248,33.33,27.73
1694893527261,32.88,27.69
1694893529273,33.05,27.74
1694893531285,30.24,27.75
1694893533297,32.76,27.76
1694893535309,33.21,27.73
1694893537321,33.66,27.77
1694893539334,29.89,27.78
1694893541346,32.07,27.83
1694893543360,34.48,27.82
1694893545373,33.52,27.85
1694893547384,34.26,27.78
1694893549398,33.09,27.86
1694893551411,32.63,27.79
1694893553423,32.4,27.85
1694893555435,31.07,27.85
1694893557466,33.27,27.83
1694893559479,34.37,27.86
1694893561491,60.83,27.96
1694893563505,53.97,28.02
1694893565518,30.29,27.96
1694893567530,33.62,27.93
1694893569542,33.13,28.00
1694893571557,33.91,28.02
1694893573572,30.86,28.04
1694893575584,33.48,28.02
1694893577596,44.11,28.06
1694893579610,29.45,28.04
1694893581622,20.34,28.05
1694893583634,23.41,28.04
1694893585646,23.35,28.03
1694893587662,27.18,28.03
1694893589679,21.55,28.09
1694893591706,20.47,28.07
1694893593718,22.8,28.11
1694893595731,22.68,28.00
1694893597742,23.51,28.04
1694893599754,20.94,28.05
1694893601773,21.85,28.05
1694893603787,22.92,28.07
1694893605798,23,28.03
1694893607810,26.54,28.04
1694893609822,19.44,28.00
1694893611834,22.05,28.05
1694893613846,23.43,28.02
1694893615859,22.22,28.02
1694893617870,20.6,28.03
1694893619883,22.02,28.02
